,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
8264,Browns,3.0,812.3635455,219413.4807,45_and_up,73606.84675,Yes,1195.244733,No,Female,By_16:00,0.465045098,0.24087760100000002,4287.0,718.5618113,8.306398289,9539.905261,866.6193022,37.48160934,26.80600327,11.713,92765.19287,Yes,656550.7027,1.985984612,810.2781637999999,8.13222921,270.7878485,,Social,13.0,577.3096598999999,1.0,Car,Services_or_Retail,Yes,2.0,935.0225731
1527,Khakis,6.0,35.93312207,3534.8758479999997,45_and_up,165.44318090000002,Yes,540.4529495,Yes,Male,By_16:00,0.260546037,0.125011829,4968.0,357.97445710000005,5.460499738999999,3667.161315,286.9754222,10.43497976,18.92021293,5.032,42338.1531,Yes,87096.54632000001,5.134607011,295.12124,62.94180925,11.97770736,100.0,Education,9.0,277.751765,1.0,Car,Student_or_Unemployed,No,0.0,377.5276281
8928,Browns,6.0,533.4270431,171684.2421,45_and_up,31803.8546,Yes,1378.436894,No,Male,After_16:00,0.159153736,0.784845303,7394.0,910.0982806,1.671741414,11475.73865,247.45632450000002,33.28648049,30.167835200000003,8.606,110510.7629,No,932294.9296,1.9137184319999998,965.5542085000001,61.43293604,177.8090144,90.0,Environment,13.0,752.3594875,2.0,Motorcycle_or_truck,Hightech,No,2.0,925.5860402000001
9546,Browns,4.0,668.7922580000001,220042.6668,Below_30,49931.05124,No,1204.9226449999999,No,Female,,0.582414501,0.6706728789999999,7889.0,759.7223972999999,53.89922739,11389.89399,93.90297043,70.90224493,27.56306219,8.111,96991.0832,Yes,974257.6733,5.502934135,987.0449196000001,93.72355735,222.93075269999997,60.0,Financial,9.0,650.8834881,2.0,Foot_or_bicycle,Industry_or_other,No,0.0,844.9359906999999
1932,Khakis,1.0,745.8079026,120106.5921,45_and_up,62061.872370000005,No,631.7818992000001,Yes,Male,By_16:00,0.221019921,0.773010813,3628.0,,50.12127494,5637.216446,543.6059346,54.81816358,20.07421936,6.372000000000001,50607.54686,No,233411.4933,6.63533302,483.126788,26.17084885,248.60263419999998,70.0,Social,6.0,114.50344390000001,1.0,Foot_or_bicycle,Public_Sector,No,1.0,441.58473119999996
1558,Blues,10.0,1119.155387,144143.2417,30-45,139550.69400000002,Yes,649.4621011,Yes,Female,After_16:00,0.193825902,0.167273104,3806.0,675.9812941,72.99291913,5215.8561119999995,751.4330829,34.29268103,25.99964027,10.193999999999999,60759.362570000005,No,149296.7316,8.873877797999999,386.38935239999995,8.110548113,373.0517957,70.0,Social,12.0,537.6063684,3.0,Car,Public_Sector,No,1.0,4.880002234
2068,Purples,7.0,133.5007207,13618.04535,30-45,2034.771623,No,79.28734989,Yes,Female,By_16:00,0.262012566,0.629554177,3729.0,19.57108543,83.44332601,3099.360559,579.5074897000001,43.11600719,4.423921952,12.270999999999999,8197.332794,Yes,93649.36582,,306.0218388,90.89170166,,60.0,Financial,10.0,678.350032,1.0,Car,Services_or_Retail,Yes,2.0,62.14237824
4857,Whites,8.0,221.1162527,39978.97101,Below_30,5516.193994,No,777.0657002,No,Male,By_16:00,0.86552731,0.216623724,4093.0,499.86464670000004,92.11047327,6423.885663,276.3605698,53.18376182,22.35765298,5.907,61765.75147,Yes,294214.7233,4.97688899,542.4156370000001,38.08590712,73.70541755,60.0,Financial,6.0,62.49137453,0.0,Public_or_other,Public_Sector,Yes,1.0,545.8919089999999
4113,Greens,5.0,435.64658039999995,47349.16116,30-45,21242.76475,Yes,842.5736354000001,,Female,By_16:00,0.532686639,0.41934544799999995,5488.0,522.0303399000001,0.097648986,4304.673522,981.4290302,51.00088748,22.84798328,4.512,62951.91827,Maybe,106315.9611,4.185863174,326.0612842,80.90543433,145.21552680000002,90.0,Environment,15.0,251.477705,0.0,Foot_or_bicycle,Services_or_Retail,Yes,1.0,680.2804021000001
170,Purples,2.0,56.28873744,7627.646145999999,30-45,380.8097972,Yes,272.9054772,Yes,Female,After_16:00,0.892462787,0.017003649,3552.0,99.79944322,56.32822164,4264.877214,470.9724574,25.58488417,9.989967128,12.448,21446.85558,No,165264.8788,3.314169268,406.52783270000003,62.16367735,18.76291248,,Social,12.0,463.8749851,1.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,284.86638999999997
4718,Browns,4.0,921.7691152000001,18143.953709999998,45_and_up,94723.73435,Yes,467.8085857,Yes,Female,By_16:00,0.42802906399999996,0.033287538,3452.0,431.984641,48.94606972,1454.4844150000001,230.3237708,67.55381366,20.78424021,12.548,,Yes,3487.081218,0.174475717,59.05151326,98.10569764,307.2563717,100.0,Education,15.0,569.3958864,4.0,Foot_or_bicycle,Services_or_Retail,Yes,1.0,146.2345149
676,Whites,5.0,560.4297961,58437.766379999994,30-45,35094.760630000004,No,590.1255168,Yes,Male,By_16:00,0.943270574,,8819.0,317.56780239999995,98.73720496,3763.329365,786.1660782,87.03663044,17.82043216,1.181,43282.85121,Yes,97855.96204,8.095038817,312.81937610000006,47.09875714,186.809932,70.0,Social,8.0,265.4055151,1.0,Car,Student_or_Unemployed,No,0.0,546.0651142
2252,Blues,10.0,1240.054106,374242.5424,45_and_up,171282.7054,Yes,965.7261970000001,No,Female,After_16:00,0.266958625,0.43209741399999996,4323.0,468.0128472,18.48237477,9989.885696,938.5956164999999,28.54812555,21.63360458,9.677,73715.48737,Yes,819723.8093,0.9837457190000001,905.3860002,99.50136244,413.35136869999997,80.0,Healthcare,14.0,576.0085742000001,4.0,Motorcycle_or_truck,Public_Sector,No,0.0,907.9520687999999
2848,Blues,7.0,1502.55819,443413.7062,30-45,251364.3099,Yes,1024.4310380000002,No,Male,After_16:00,0.211398051,0.29384729800000003,4163.0,790.9884101,31.42763239,10435.15221,118.54836110000001,26.25430867,28.12451618,9.837,88633.91787,Maybe,783787.1442,7.254782487000001,885.3175386,25.73932447,500.85273,70.0,Social,9.0,485.63961950000004,1.0,Car,Student_or_Unemployed,No,0.0,448.0194307
9240,Violets,2.0,900.2069152,259472.771,30-45,90351.45678,No,1291.589512,No,Female,After_16:00,0.029031547,0.212351302,6705.0,861.3149343,16.7926579,10369.73422,504.4105195,60.930531099999996,29.34816748,9.295,103382.2834,No,747724.1359999999,4.743991073,864.7104347999999,7.635008963,300.06897169999996,70.0,Social,11.0,626.951864,3.0,Car,Student_or_Unemployed,Yes,1.0,859.8700554999999
4813,Yellows,10.0,828.4651537000001,84322.34175,45_and_up,76547.76737,No,719.9089127000001,Yes,Female,After_16:00,0.992626243,0.03311709,6235.0,552.8648607999999,29.71660292,4159.171670000001,639.841282,69.37337713,23.51307851,7.765,58242.661629999995,Yes,93235.07729,8.350721495,305.3441948,21.25953177,276.1550512,,Healthcare,10.0,232.8869753,5.0,Foot_or_bicycle,Hightech,No,0.0,383.59223710000003
5929,Turquoises,2.0,160.4755639,19331.126480000003,Below_30,2924.870368,No,645.7266827000001,Yes,Female,After_16:00,0.49706743299999995,0.593170349,9642.0,414.80409879999996,1.383272628,4443.453073,343.1484809,76.64769448,20.36674001,0.358,50196.033260000004,No,130598.7479,3.5637806289999996,361.3844876,9.457041486,53.49185464,70.0,Social,11.0,165.0068264,2.0,Foot_or_bicycle,Industry_or_other,No,1.0,472.52909000000005
24,Reds,5.0,385.619406,59894.582539999996,30-45,16661.0205,No,745.1537112999999,Yes,Male,By_16:00,0.381061369,0.103834321,7058.0,419.7818677,99.23883479,5499.177458,112.69621780000001,60.85343454,20.48857896,4.942,56258.57182999999,No,217120.0005,9.164661197000001,465.96137230000005,46.20817041,128.539802,50.0,Other,11.0,166.186734,1.0,Foot_or_bicycle,Hightech,Yes,1.0,641.5077864
3790,Khakis,10.0,99.10514457,16770.32837,Below_30,1134.349457,Yes,727.9454513,No,Male,After_16:00,0.984467573,0.371361261,8860.0,477.6936428,50.8172506,6031.913364999999,542.1467151,2.182018291,21.85620376,1.14,58219.357710000004,No,257711.1703,2.397732066,507.65260789999996,69.99962465,33.03504819,100.0,Education,10.0,24.21272509,3.0,Motorcycle_or_truck,Industry_or_other,No,1.0,494.5118241
7177,Purples,2.0,234.8159752,,45_and_up,6214.776683,No,1132.553894,No,Female,By_16:00,0.9107026490000001,0.546134595,5171.0,839.2604211000001,66.99380705,7701.873568000001,833.2723815,63.65983931,28.96999173,10.829,91961.88877,Maybe,362807.7806,3.40210384,602.3352725999999,17.89187149,78.27199174,70.0,Social,13.0,378.83852989999997,2.0,Motorcycle_or_truck,Hightech,No,1.0,633.9719762999999
8288,Turquoises,4.0,531.1647773,65396.39632000001,Below_30,31535.501669999998,Yes,609.0926203,Yes,Female,After_16:00,0.109128066,0.246553616,8879.0,339.43012319999997,15.78145842,4372.425734,996.5493262,89.07216899,18.42362948,1.121,45700.28449,Maybe,136424.2601,4.639948672,369.3565488,76.92878963,177.0549258,90.0,Environment,12.0,,1.0,Car,Hightech,Yes,1.0,533.3397091
1549,Blues,9.0,1743.9659920000001,42956.4315,Below_30,338526.5867,Yes,905.9848586,Yes,Male,By_16:00,0.524421039,0.6164783229999999,8171.0,939.0596413999999,48.65373888,2617.0631329999997,863.1011538999999,30.450325899999996,30.64408004,5.829,78839.29603,Maybe,5460.380137,1.470556327,73.89438502,64.60182623,581.3219974,100.0,Education,16.0,727.2413339,3.0,Foot_or_bicycle,Services_or_Retail,No,0.0,106.88348559999999
6430,Purples,2.0,282.23938,84500.81676,30-45,8955.087307,No,1403.07721,No,Male,By_16:00,0.35085674299999997,0.455171799,8906.0,908.8904769,30.75984863,10799.60519,323.1876343,27.65935538,30.14781048,7.093999999999999,110762.1861,No,806731.6656,1.443647449,898.1824232999999,7.914987042999999,94.07979333,70.0,Social,12.0,752.5594366,2.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,1.0,990.5150775000001
9404,Yellows,2.0,850.2811427999999,86076.24256,30-45,80624.31836,No,801.0644294,Yes,Female,After_16:00,0.131230014,0.695996615,8881.0,534.0231162,52.99388655,4105.026763,119.2078094,34.80961174,23.10894018,5.119,61228.1119,No,92232.50746000001,9.840997774,303.69805310000004,32.38970691,283.42704760000004,80.0,Healthcare,12.0,214.74559559999997,0.0,Motorcycle_or_truck,Public_Sector,No,0.0,580.1476389999999
232,Browns,5.0,118.01603359999999,9995.280459,Below_30,1596.870254,Yes,340.2805645,Yes,Female,By_16:00,0.04423897,0.314664008,4639.0,314.0568946,39.95142695,3168.941545,304.5515772,17.13696546,17.72165045,11.360999999999999,30926.12852,Maybe,64558.05685,4.27604296,254.08277560000002,98.06276669,39.33867786,90.0,Environment,15.0,533.6297860000001,,Public_or_other,Hightech,Yes,0.0,64.44216359
5317,Browns,9.0,423.82312189999993,109377.2409,45_and_up,20109.72311,No,1149.788257,No,Male,By_16:00,0.838206459,0.047254990999999996,8944.0,735.3750547999999,15.37424931,9212.935605,524.1379093,58.89816922,27.11779959,7.056,90876.04695,Yes,599414.3624,6.204230532,774.2185495,31.54241799,,,Environment,14.0,483.39970999999997,0.0,Motorcycle_or_truck,Public_Sector,Yes,1.0,821.0577057
7798,Greens,5.0,397.6101015,42065.34848,30-45,17708.51368,No,821.3716727000001,Yes,Male,After_16:00,0.043793439,0.082021241,8769.0,508.3887158,5.1390439269999995,4190.641600999999,258.5766565,81.77945595,22.54747693,1.2309999999999999,61342.49295,Yes,100734.1377,3.550647611,317.3864169,99.53287093,132.5367005,100.0,Education,16.0,245.7004059,2.0,Foot_or_bicycle,Industry_or_other,No,0.0,664.1663736
8888,Greens,3.0,821.9049001,78844.32922999999,Below_30,75342.59772,Yes,841.1741957,Yes,Female,After_16:00,0.23568820199999999,0.559290318,8013.0,538.1409033,77.58086722,3954.1450200000004,11.36089978,36.35696138,,1.9869999999999999,63034.802260000004,Yes,82820.96675,5.4152142229999995,287.7863213,64.59420386,273.9683,100.0,Education,15.0,266.2109937,1.0,Public_or_other,Public_Sector,Yes,1.0,656.1375011
4193,Browns,7.0,612.5623512,30203.474939999996,30-45,41906.70235,No,222.6345804,Yes,Male,By_16:00,0.387291525,0.974543055,,193.0741724,21.26497079,1865.3516399999999,957.5416467,56.71823269,13.89511325,7.4670000000000005,19528.06584,No,21880.423880000002,4.02057199,147.92032949999998,78.9443854,204.1874504,90.0,Environment,12.0,636.1262546,4.0,Foot_or_bicycle,Hightech,No,0.0,68.15158474
7553,Turquoises,7.0,583.1230166,77968.92557,45_and_up,37985.757939999996,No,724.1272802999999,Yes,Female,After_16:00,0.088252336,0.21777351399999997,6958.0,435.6013967,96.60920696,4882.479489,607.9726056,89.22766803,20.87106602,3.042,55098.05191,Maybe,160903.4073,8.690361758,401.12766960000005,20.99769639,194.3743389,80.0,Healthcare,13.0,144.8099957,2.0,Public_or_other,Services_or_Retail,No,2.0,583.9465127999999
5618,Browns,9.0,102.1599618,30270.358739999996,Below_30,1203.681964,No,1192.027971,No,Male,By_16:00,0.938715028,0.822048696,5341.0,745.0578134,80.54904551,10379.22195,783.9076600999999,16.32425291,27.29574717,10.659,94615.01009,Yes,790162.1122,8.2309335,888.9106322999999,94.94421419,34.0533206,100.0,Education,16.0,587.0721922,0.0,Public_or_other,Public_Sector,Yes,0.0,865.169751
2991,Browns,2.0,600.4902947,68644.53938,30-45,40275.56277,No,554.3276973,Yes,Male,After_16:00,0.162867382,0.713064941,9621.0,483.9751289,24.73252718,4397.374846,190.24703259999998,63.780824100000004,21.99943474,6.379,48433.00054,No,117609.53,1.139043819,342.9424588,21.89613569,200.1634316,70.0,Social,10.0,366.8015123,3.0,Car,Industry_or_other,No,1.0,168.9116708
2563,Blues,4.0,2194.655267,730215.6135,45_and_up,535909.5228,No,692.8930962999999,No,Female,After_16:00,0.8889491190000001,0.123103036,3606.0,421.63813719999996,32.72613662,10825.011779999999,31.39646724,87.80721908,20.53382909,10.394,60525.666560000005,Yes,996350.4378,8.081230107,998.1735509,84.82302164,731.5517555,,Healthcare,13.0,509.52614810000006,1.0,Public_or_other,Hightech,Yes,0.0,427.2028353999999
7012,Browns,9.0,374.4668661,112016.5888,Below_30,15715.42605,No,1277.128659,No,Female,By_16:00,0.161756173,0.8332868920000001,4069.0,824.2788485,31.37914613,10622.643170000001,273.50986489999997,67.50623675,28.71025685,11.931,101692.9479,Yes,805342.1012,1.991640024,897.4085474999999,9.571505804,124.82228870000002,90.0,Environment,12.0,645.0030616,3.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,891.0736812999999
8842,Browns,7.0,319.0770506,98902.64352,45_and_up,11428.599479999999,No,997.661084,No,Female,By_16:00,0.42395003200000003,0.940584795,6762.0,615.4289541,36.64848562,10529.80091,251.5733219,58.09697513,24.80784058,9.238,81178.65681,Yes,864703.4090000001,3.877601051,929.8942999,33.74643531,106.3590169,60.0,Financial,11.0,488.63472800000005,1.0,Foot_or_bicycle,Industry_or_other,No,1.0,701.5711905000001
4110,Turquoises,6.0,159.08552749999998,24323.89371,Below_30,2875.051293,No,602.8266767000001,Yes,Male,After_16:00,0.572827413,0.358284594,5739.0,407.7585586,49.47880746,5402.463666,156.64426980000002,35.25130167,20.19303243,4.261,49157.32121,No,210400.7864,7.333516779,458.6946549,56.89132449,53.02850916,90.0,Environment,12.0,156.9294541,1.0,Foot_or_bicycle,Public_Sector,Yes,0.0,379.94901699999997
8372,Turquoises,8.0,481.17358049999996,56989.10336,30-45,25895.72615,No,607.9078025,Yes,Female,After_16:00,0.187058893,0.7725032079999999,7040.0,352.54402810000005,42.4746295,,383.00210560000005,10.64858369,18.77615584,2.96,45977.8417,Yes,126247.4486,0.373896086,355.31316969999995,34.74914646,160.3911935,80.0,Healthcare,11.0,206.8357975,3.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,510.1737205
6283,Turquoises,3.0,140.5050379,19429.929490000002,30-45,2250.353419,Yes,633.62067,Yes,Female,By_16:00,0.584847576,0.495425691,4727.0,394.98474730000004,53.84764371,4938.560133,747.9726376,,19.87422319,5.273,49537.21445,No,172108.0429,6.216503752,414.8590638,1.059773401,46.83501262,70.0,Social,11.0,137.8050561,0.0,Car,Industry_or_other,,0.0,473.29698210000004
5436,Greens,7.0,350.34202789999995,30178.193519999997,45_and_up,13764.506959999999,Yes,827.1611747999999,Yes,Male,After_16:00,0.563052062,0.159850997,5805.0,522.7181298,51.34636969,3629.6132450000005,375.9775525,43.6086375,22.86302976,4.195,61430.71331,Yes,66779.70692000001,0.633332052,258.4176985,18.18103646,116.780676,100.0,Education,14.0,291.6160958,1.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,661.7461762999999
7069,Browns,2.0,264.4109565,85471.50888,45_and_up,7866.2652,No,1424.470483,No,Female,By_16:00,0.117425772,0.841962531,,933.7268108999999,2.391893044,11565.02932,513.0359223,62.69354066,30.55694374,7.938,113592.491,Maybe,940429.7442,3.2476743310000002,969.7575697999999,,88.13698551,60.0,Financial,9.0,796.0739731000001,1.0,Motorcycle_or_truck,Public_Sector,No,0.0,974.2811927000001
2380,Reds,10.0,64.47458253,11040.68398,Below_30,493.37728219999997,Yes,,No,Female,By_16:00,0.511542219,0.363092494,8932.0,442.39795710000004,17.76465618,6022.02219,535.1516935,15.55845661,21.03325836,3.068,58488.916260000005,No,263910.9381,4.219676175,513.7226276,51.23300946,21.49152751,40.0,Foreign_Affairs,8.0,137.8758496,3.0,Public_or_other,Hightech,No,0.0,624.5128268
5260,Greys,6.0,164.201105,23045.223680000003,45_and_up,3060.511801,No,778.639584,Yes,Male,After_16:00,0.48893563799999995,0.21003745399999998,3886.0,557.2933152,0.341859134,5325.013290999999,789.2974364,85.63610353,23.60706071,8.113999999999999,62549.871889999995,Yes,177276.9266,9.714370512,421.0426661,37.49615836,,30.0,Military,9.0,102.07951700000001,2.0,Motorcycle_or_truck,Student_or_Unemployed,No,2.0,469.94266749999997
6643,Turquoises,4.0,623.0151384,88257.69329,30-45,43345.21201,No,638.0700969999999,Yes,Male,By_16:00,0.48438243,0.536593203,6032.0,429.13927160000003,31.39660335,5108.144454,416.9658185,44.84770452,20.71567695,3.968,51185.83407,Yes,180613.6026,9.542704867000001,424.98659110000006,48.11437295,207.6717128,60.0,Financial,9.0,131.37433090000002,0.0,Public_or_other,Hightech,No,0.0,418.69218689999997
1536,Reds,2.0,1009.9381900000001,187960.9816,45_and_up,113677.2179,No,769.3422986,No,Female,After_16:00,0.008985776,0.351482488,3253.0,477.27309479999997,41.54937649,6537.887333,272.4038642,6.017848452999999,21.84658085,8.747,60735.83021,Yes,311736.9832,2.520377312,558.3341142999999,89.34428729,336.64606319999996,50.0,Other,8.0,92.37613474,2.0,Public_or_other,Services_or_Retail,,,567.9262037000001
6910,Yellows,2.0,22.48941626,1532.3691900000001,Below_30,73.69356585,Yes,769.813937,Yes,Male,After_16:00,0.771596175,0.6890570509999999,9080.0,510.8430468,7.575501595,3065.806544,867.1672848999999,89.54030238,22.60183724,4.92,57664.692070000005,No,41784.284139999996,9.137039515,204.412045,28.11643886,7.496472087999999,70.0,Social,9.0,306.2137876,5.0,Car,Public_Sector,No,0.0,579.2279807
1044,Greys,2.0,123.7821905,21347.2857,Below_30,1753.708584,Yes,740.5082150000001,No,Female,After_16:00,0.591621605,0.552075278,5568.0,,96.68554226,6147.9861439999995,594.5469828,37.69184891,22.07070914,6.432,59281.517929999995,Yes,267677.2777,2.14513361,517.3753741,79.48767722,41.26073016,40.0,Foreign_Affairs,7.0,21.64328949,2.0,Public_or_other,Industry_or_other,No,1.0,500.73219169999993
2215,Whites,4.0,37.71133405,3939.7481829999997,30-45,180.58652419999999,Yes,587.4184245,Yes,Female,After_16:00,0.000321375,0.9114382659999999,3662.0,314.539023,34.75236362,3763.213935,21.90088551,79.8289882,17.73524804,6.337999999999999,43048.78232,Maybe,98228.07772999999,7.3003695770000006,313.4135889,0.790418545,12.57044468,60.0,Financial,6.0,267.066997,0.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,545.9838897999999
3410,Turquoises,8.0,82.897549,11825.38222,30-45,801.1884752999999,Yes,631.1465342,Yes,Male,After_16:00,0.713205788,0.6131799379999999,5322.0,413.0657367,69.72087855,5105.648428,382.1610683,26.59631756,20.32401872,4.678,50283.679039999995,No,183142.6537,3.230557831,427.9516955,69.17635242,27.63251633,90.0,Environment,15.0,131.197745,2.0,Foot_or_bicycle,Public_Sector,Yes,0.0,433.1844033
1898,Blues,6.0,1105.8832,250572.3534,Below_30,136265.0335,No,1113.650535,No,Male,After_16:00,0.51151662,0.185117555,7708.0,716.1984997999999,16.64883529,8229.833294,170.74381,16.597886199999998,,6.292000000000001,87302.00771,Maybe,462051.4017,9.725561952,679.7436294,70.20818291,368.62773339999995,90.0,Environment,15.0,412.7607158,3.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,802.1950445
6824,Violets,3.0,783.4164089,173125.6918,Below_30,68464.61322,Yes,956.5942339,No,Female,After_16:00,0.49645000100000003,0.023706164,4488.0,678.5195441000001,37.75061814,7986.6816340000005,835.1546319,99.47231945,26.04840771,11.512,78414.94592,Maybe,,0.068495055,662.9642546,31.12729103,261.138803,100.0,Education,13.0,248.8742159,0.0,Foot_or_bicycle,Hightech,No,0.0,559.2604376
8230,Turquoises,1.0,310.5225805,45746.72737,45_and_up,10827.31564,No,701.5185365,Yes,Male,By_16:00,0.649717137,0.990445873,5108.0,495.5442079,66.36422975,5410.740664,220.67804840000002,90.97491389,22.26082227,4.8919999999999995,56878.227889999995,Yes,195333.26,1.8939981540000002,441.9652248,37.65335495,103.5075268,80.0,Healthcare,12.0,96.7919207,2.0,Public_or_other,Hightech,Yes,0.0,422.6644538
